index,Mulheres,Homens,Sexo.ignorado,Total,url,ano,epiweek
40-49 anos,5,4,0,9,http://info.gripe.fiocruz.br/data/detailed/1/2/2015/5/Brasil/age-distribution,2015,5
50-59 anos,4,4,0,8,http://info.gripe.fiocruz.br/data/detailed/1/2/2015/5/Brasil/age-distribution,2015,5
60+ anos,10,7,0,17,http://info.gripe.fiocruz.br/data/detailed/1/2/2015/5/Brasil/age-distribution,2015,5
< 2 anos,17,10,0,27,http://info.gripe.fiocruz.br/data/detailed/1/2/2016/5/Brasil/age-distribution,2016,5
2-4 anos,3,2,0,5,http://info.gripe.fiocruz.br/data/detailed/1/2/2016/5/Brasil/age-distribution,2016,5
5-9 anos,2,2,0,4,http://info.gripe.fiocruz.br/data/detailed/1/2/2016/5/Brasil/age-distribution,2016,5
10-19 anos,6,1,0,7,http://info.gripe.fiocruz.br/data/detailed/1/2/2016/5/Brasil/age-distribution,2016,5
20-29 anos,5,5,0,10,http://info.gripe.fiocruz.br/data/detailed/1/2/2016/5/Brasil/age-distribution,2016,5
30-39 anos,7,10,0,17,http://info.gripe.fiocruz.br/data/detailed/1/2/2016/5/Brasil/age-distribution,2016,5
40-49 anos,9,7,0,16,http://info.gripe.fiocruz.br/data/detailed/1/2/2016/5/Brasil/age-distribution,2016,5
50-59 anos,3,4,0,7,http://info.gripe.fiocruz.br/data/detailed/1/2/2016/5/Brasil/age-distribution,2016,5
60+ anos,11,15,0,26,http://info.gripe.fiocruz.br/data/detailed/1/2/2016/5/Brasil/age-distribution,2016,5
< 2 anos,33,33,0,66,http://info.gripe.fiocruz.br/data/detailed/1/2/2017/5/Brasil/age-distribution,2017,5
2-4 anos,3,13,0,16,http://info.gripe.fiocruz.br/data/detailed/1/2/2017/5/Brasil/age-distribution,2017,5
5-9 anos,3,4,0,7,http://info.gripe.fiocruz.br/data/detailed/1/2/2017/5/Brasil/age-distribution,2017,5
10-19 anos,11,11,0,22,http://info.gripe.fiocruz.br/data/detailed/1/2/2017/5/Brasil/age-distribution,2017,5
20-29 anos,9,7,0,16,http://info.gripe.fiocruz.br/data/detailed/1/2/2017/5/Brasil/age-distribution,2017,5
30-39 anos,6,11,0,17,http://info.gripe.fiocruz.br/data/detailed/1/2/2017/5/Brasil/age-distribution,2017,5
40-49 anos,5,5,0,10,http://info.gripe.fiocruz.br/data/detailed/1/2/2017/5/Brasil/age-distribution,2017,5
50-59 anos,6,13,0,19,http://info.gripe.fiocruz.br/data/detailed/1/2/2017/5/Brasil/age-distribution,2017,5
60+ anos,13,20,0,33,http://info.gripe.fiocruz.br/data/detailed/1/2/2017/5/Brasil/age-distribution,2017,5
< 2 anos,19,25,0,44,http://info.gripe.fiocruz.br/data/detailed/1/2/2018/5/Brasil/age-distribution,2018,5
2-4 anos,10,3,0,13,http://info.gripe.fiocruz.br/data/detailed/1/2/2018/5/Brasil/age-distribution,2018,5
5-9 anos,4,1,0,5,http://info.gripe.fiocruz.br/data/detailed/1/2/2018/5/Brasil/age-distribution,2018,5
10-19 anos,4,10,0,14,http://info.gripe.fiocruz.br/data/detailed/1/2/2018/5/Brasil/age-distribution,2018,5
20-29 anos,0,10,0,10,http://info.gripe.fiocruz.br/data/detailed/1/2/2018/5/Brasil/age-distribution,2018,5
30-39 anos,11,4,0,15,http://info.gripe.fiocruz.br/data/detailed/1/2/2018/5/Brasil/age-distribution,2018,5
40-49 anos,3,7,0,10,http://info.gripe.fiocruz.br/data/detailed/1/2/2018/5/Brasil/age-distribution,2018,5
50-59 anos,2,5,0,7,http://info.gripe.fiocruz.br/data/detailed/1/2/2018/5/Brasil/age-distribution,2018,5
60+ anos,14,12,0,26,http://info.gripe.fiocruz.br/data/detailed/1/2/2018/5/Brasil/age-distribution,2018,5
< 2 anos,56,73,0,129,http://info.gripe.fiocruz.br/data/detailed/1/2/2019/5/Brasil/age-distribution,2019,5
2-4 anos,17,10,0,27,http://info.gripe.fiocruz.br/data/detailed/1/2/2019/5/Brasil/age-distribution,2019,5
5-9 anos,4,5,0,9,http://info.gripe.fiocruz.br/data/detailed/1/2/2019/5/Brasil/age-distribution,2019,5
10-19 anos,7,5,0,12,http://info.gripe.fiocruz.br/data/detailed/1/2/2019/5/Brasil/age-distribution,2019,5
20-29 anos,10,5,0,15,http://info.gripe.fiocruz.br/data/detailed/1/2/2019/5/Brasil/age-distribution,2019,5
30-39 anos,11,6,0,17,http://info.gripe.fiocruz.br/data/detailed/1/2/2019/5/Brasil/age-distribution,2019,5
40-49 anos,7,3,0,10,http://info.gripe.fiocruz.br/data/detailed/1/2/2019/5/Brasil/age-distribution,2019,5
50-59 anos,7,9,0,16,http://info.gripe.fiocruz.br/data/detailed/1/2/2019/5/Brasil/age-distribution,2019,5
60+ anos,20,23,0,43,http://info.gripe.fiocruz.br/data/detailed/1/2/2019/5/Brasil/age-distribution,2019,5
< 2 anos,32,56,0,88,http://info.gripe.fiocruz.br/data/detailed/1/2/2020/5/Brasil/age-distribution,2020,5
2-4 anos,20,13,0,33,http://info.gripe.fiocruz.br/data/detailed/1/2/2020/5/Brasil/age-distribution,2020,5
5-9 anos,5,8,0,13,http://info.gripe.fiocruz.br/data/detailed/1/2/2020/5/Brasil/age-distribution,2020,5
10-19 anos,5,11,0,16,http://info.gripe.fiocruz.br/data/detailed/1/2/2020/5/Brasil/age-distribution,2020,5
20-29 anos,13,3,0,16,http://info.gripe.fiocruz.br/data/detailed/1/2/2020/5/Brasil/age-distribution,2020,5
30-39 anos,12,13,0,25,http://info.gripe.fiocruz.br/data/detailed/1/2/2020/5/Brasil/age-distribution,2020,5
40-49 anos,12,10,0,22,http://info.gripe.fiocruz.br/data/detailed/1/2/2020/5/Brasil/age-distribution,2020,5
50-59 anos,17,14,0,31,http://info.gripe.fiocruz.br/data/detailed/1/2/2020/5/Brasil/age-distribution,2020,5
60+ anos,30,34,0,64,http://info.gripe.fiocruz.br/data/detailed/1/2/2020/5/Brasil/age-distribution,2020,5
< 2 anos,0,0,0,0,http://info.gripe.fiocruz.br/data/detailed/1/2/2009/6/Brasil/age-distribution,2009,6
2-4 anos,0,0,0,0,http://info.gripe.fiocruz.br/data/detailed/1/2/2009/6/Brasil/age-distribution,2009,6
5-9 anos,0,0,0,0,http://info.gripe.fiocruz.br/data/detailed/1/2/2009/6/Brasil/age-distribution,2009,6
10-19 anos,0,0,0,0,http://info.gripe.fiocruz.br/data/detailed/1/2/2009/6/Brasil/age-distribution,2009,6
20-29 anos,0,0,0,0,http://info.gripe.fiocruz.br/data/detailed/1/2/2009/6/Brasil/age-distribution,2009,6
30-39 anos,0,0,0,0,http://info.gripe.fiocruz.br/data/detailed/1/2/2009/6/Brasil/age-distribution,2009,6
40-49 anos,0,0,0,0,http://info.gripe.fiocruz.br/data/detailed/1/2/2009/6/Brasil/age-distribution,2009,6
50-59 anos,0,0,0,0,http://info.gripe.fiocruz.br/data/detailed/1/2/2009/6/Brasil/age-distribution,2009,6
60+ anos,0,0,0,0,http://info.gripe.fiocruz.br/data/detailed/1/2/2009/6/Brasil/age-distribution,2009,6
< 2 anos,10,19,0,29,http://info.gripe.fiocruz.br/data/detailed/1/2/2010/6/Brasil/age-distribution,2010,6
2-4 anos,5,6,0,11,http://info.gripe.fiocruz.br/data/detailed/1/2/2010/6/Brasil/age-distribution,2010,6
5-9 anos,3,6,0,9,http://info.gripe.fiocruz.br/data/detailed/1/2/2010/6/Brasil/age-distribution,2010,6
10-19 anos,16,7,0,23,http://info.gripe.fiocruz.br/data/detailed/1/2/2010/6/Brasil/age-distribution,2010,6
20-29 anos,22,9,0,31,http://info.gripe.fiocruz.br/data/detailed/1/2/2010/6/Brasil/age-distribution,2010,6
30-39 anos,9,5,0,14,http://info.gripe.fiocruz.br/data/detailed/1/2/2010/6/Brasil/age-distribution,2010,6
40-49 anos,9,9,0,18,http://info.gripe.fiocruz.br/data/detailed/1/2/2010/6/Brasil/age-distribution,2010,6
50-59 anos,5,4,0,9,http://info.gripe.fiocruz.br/data/detailed/1/2/2010/6/Brasil/age-distribution,2010,6
60+ anos,2,5,0,7,http://info.gripe.fiocruz.br/data/detailed/1/2/2010/6/Brasil/age-distribution,2010,6
< 2 anos,2,1,0,3,http://info.gripe.fiocruz.br/data/detailed/1/2/2011/6/Brasil/age-distribution,2011,6
2-4 anos,1,0,0,1,http://info.gripe.fiocruz.br/data/detailed/1/2/2011/6/Brasil/age-distribution,2011,6
5-9 anos,0,0,0,0,http://info.gripe.fiocruz.br/data/detailed/1/2/2011/6/Brasil/age-distribution,2011,6
10-19 anos,0,2,0,2,http://info.gripe.fiocruz.br/data/detailed/1/2/2011/6/Brasil/age-distribution,2011,6
20-29 anos,2,1,0,3,http://info.gripe.fiocruz.br/data/detailed/1/2/2011/6/Brasil/age-distribution,2011,6
30-39 anos,2,1,0,3,http://info.gripe.fiocruz.br/data/detailed/1/2/2011/6/Brasil/age-distribution,2011,6
40-49 anos,4,1,0,5,http://info.gripe.fiocruz.br/data/detailed/1/2/2011/6/Brasil/age-distribution,2011,6
50-59 anos,1,2,0,3,http://info.gripe.fiocruz.br/data/detailed/1/2/2011/6/Brasil/age-distribution,2011,6
60+ anos,1,1,0,2,http://info.gripe.fiocruz.br/data/detailed/1/2/2011/6/Brasil/age-distribution,2011,6
< 2 anos,10,13,0,23,http://info.gripe.fiocruz.br/data/detailed/1/2/2012/6/Brasil/age-distribution,2012,6
2-4 anos,4,1,0,5,http://info.gripe.fiocruz.br/data/detailed/1/2/2012/6/Brasil/age-distribution,2012,6
5-9 anos,0,0,0,0,http://info.gripe.fiocruz.br/data/detailed/1/2/2012/6/Brasil/age-distribution,2012,6
10-19 anos,2,0,0,2,http://info.gripe.fiocruz.br/data/detailed/1/2/2012/6/Brasil/age-distribution,2012,6
20-29 anos,0,1,0,1,http://info.gripe.fiocruz.br/data/detailed/1/2/2012/6/Brasil/age-distribution,2012,6
30-39 anos,3,5,0,8,http://info.gripe.fiocruz.br/data/detailed/1/2/2012/6/Brasil/age-distribution,2012,6
40-49 anos,3,0,0,3,http://info.gripe.fiocruz.br/data/detailed/1/2/2012/6/Brasil/age-distribution,2012,6
50-59 anos,2,2,0,4,http://info.gripe.fiocruz.br/data/detailed/1/2/2012/6/Brasil/age-distribution,2012,6
60+ anos,5,3,0,8,http://info.gripe.fiocruz.br/data/detailed/1/2/2012/6/Brasil/age-distribution,2012,6
< 2 anos,16,17,0,33,http://info.gripe.fiocruz.br/data/detailed/1/2/2013/6/Brasil/age-distribution,2013,6
2-4 anos,8,3,0,11,http://info.gripe.fiocruz.br/data/detailed/1/2/2013/6/Brasil/age-distribution,2013,6
5-9 anos,2,3,0,5,http://info.gripe.fiocruz.br/data/detailed/1/2/2013/6/Brasil/age-distribution,2013,6
10-19 anos,6,3,0,9,http://info.gripe.fiocruz.br/data/detailed/1/2/2013/6/Brasil/age-distribution,2013,6
20-29 anos,1,2,0,3,http://info.gripe.fiocruz.br/data/detailed/1/2/2013/6/Brasil/age-distribution,2013,6
30-39 anos,6,4,0,10,http://info.gripe.fiocruz.br/data/detailed/1/2/2013/6/Brasil/age-distribution,2013,6
40-49 anos,2,5,0,7,http://info.gripe.fiocruz.br/data/detailed/1/2/2013/6/Brasil/age-distribution,2013,6
50-59 anos,2,1,0,3,http://info.gripe.fiocruz.br/data/detailed/1/2/2013/6/Brasil/age-distribution,2013,6
60+ anos,5,8,0,13,http://info.gripe.fiocruz.br/data/detailed/1/2/2013/6/Brasil/age-distribution,2013,6
< 2 anos,16,19,0,35,http://info.gripe.fiocruz.br/data/detailed/1/2/2014/6/Brasil/age-distribution,2014,6
2-4 anos,3,4,0,7,http://info.gripe.fiocruz.br/data/detailed/1/2/2014/6/Brasil/age-distribution,2014,6
5-9 anos,5,2,0,7,http://info.gripe.fiocruz.br/data/detailed/1/2/2014/6/Brasil/age-distribution,2014,6
10-19 anos,7,2,0,9,http://info.gripe.fiocruz.br/data/detailed/1/2/2014/6/Brasil/age-distribution,2014,6
20-29 anos,7,6,0,13,http://info.gripe.fiocruz.br/data/detailed/1/2/2014/6/Brasil/age-distribution,2014,6
30-39 anos,8,8,0,16,http://info.gripe.fiocruz.br/data/detailed/1/2/2014/6/Brasil/age-distribution,2014,6
40-49 anos,2,6,0,8,http://info.gripe.fiocruz.br/data/detailed/1/2/2014/6/Brasil/age-distribution,2014,6
50-59 anos,6,2,0,8,http://info.gripe.fiocruz.br/data/detailed/1/2/2014/6/Brasil/age-distribution,2014,6
60+ anos,6,13,0,19,http://info.gripe.fiocruz.br/data/detailed/1/2/2014/6/Brasil/age-distribution,2014,6
< 2 anos,12,20,0,32,http://info.gripe.fiocruz.br/data/detailed/1/2/2015/6/Brasil/age-distribution,2015,6
2-4 anos,7,8,0,15,http://info.gripe.fiocruz.br/data/detailed/1/2/2015/6/Brasil/age-distribution,2015,6
5-9 anos,4,7,0,11,http://info.gripe.fiocruz.br/data/detailed/1/2/2015/6/Brasil/age-distribution,2015,6
10-19 anos,5,4,0,9,http://info.gripe.fiocruz.br/data/detailed/1/2/2015/6/Brasil/age-distribution,2015,6
20-29 anos,5,5,0,10,http://info.gripe.fiocruz.br/data/detailed/1/2/2015/6/Brasil/age-distribution,2015,6
30-39 anos,3,1,0,4,http://info.gripe.fiocruz.br/data/detailed/1/2/2015/6/Brasil/age-distribution,2015,6
40-49 anos,4,6,0,10,http://info.gripe.fiocruz.br/data/detailed/1/2/2015/6/Brasil/age-distribution,2015,6
50-59 anos,4,2,0,6,http://info.gripe.fiocruz.br/data/detailed/1/2/2015/6/Brasil/age-distribution,2015,6
60+ anos,6,6,0,12,http://info.gripe.fiocruz.br/data/detailed/1/2/2015/6/Brasil/age-distribution,2015,6
< 2 anos,13,10,0,23,http://info.gripe.fiocruz.br/data/detailed/1/2/2016/6/Brasil/age-distribution,2016,6
2-4 anos,3,11,0,14,http://info.gripe.fiocruz.br/data/detailed/1/2/2016/6/Brasil/age-distribution,2016,6
5-9 anos,4,5,0,9,http://info.gripe.fiocruz.br/data/detailed/1/2/2016/6/Brasil/age-distribution,2016,6
10-19 anos,4,5,0,9,http://info.gripe.fiocruz.br/data/detailed/1/2/2016/6/Brasil/age-distribution,2016,6
20-29 anos,10,4,0,14,http://info.gripe.fiocruz.br/data/detailed/1/2/2016/6/Brasil/age-distribution,2016,6
30-39 anos,13,14,0,27,http://info.gripe.fiocruz.br/data/detailed/1/2/2016/6/Brasil/age-distribution,2016,6
40-49 anos,8,4,0,12,http://info.gripe.fiocruz.br/data/detailed/1/2/2016/6/Brasil/age-distribution,2016,6
50-59 anos,8,8,0,16,http://info.gripe.fiocruz.br/data/detailed/1/2/2016/6/Brasil/age-distribution,2016,6
60+ anos,11,12,0,23,http://info.gripe.fiocruz.br/data/detailed/1/2/2016/6/Brasil/age-distribution,2016,6
< 2 anos,40,52,0,92,http://info.gripe.fiocruz.br/data/detailed/1/2/2017/6/Brasil/age-distribution,2017,6
2-4 anos,9,13,0,22,http://info.gripe.fiocruz.br/data/detailed/1/2/2017/6/Brasil/age-distribution,2017,6
5-9 anos,8,8,0,16,http://info.gripe.fiocruz.br/data/detailed/1/2/2017/6/Brasil/age-distribution,2017,6
10-19 anos,9,7,0,16,http://info.gripe.fiocruz.br/data/detailed/1/2/2017/6/Brasil/age-distribution,2017,6
20-29 anos,11,4,0,15,http://info.gripe.fiocruz.br/data/detailed/1/2/2017/6/Brasil/age-distribution,2017,6
30-39 anos,7,8,0,15,http://info.gripe.fiocruz.br/data/detailed/1/2/2017/6/Brasil/age-distribution,2017,6
40-49 anos,11,7,0,18,http://info.gripe.fiocruz.br/data/detailed/1/2/2017/6/Brasil/age-distribution,2017,6
50-59 anos,5,5,0,10,http://info.gripe.fiocruz.br/data/detailed/1/2/2017/6/Brasil/age-distribution,2017,6
60+ anos,16,18,0,34,http://info.gripe.fiocruz.br/data/detailed/1/2/2017/6/Brasil/age-distribution,2017,6
< 2 anos,28,32,0,60,http://info.gripe.fiocruz.br/data/detailed/1/2/2018/6/Brasil/age-distribution,2018,6
2-4 anos,5,7,0,12,http://info.gripe.fiocruz.br/data/detailed/1/2/2018/6/Brasil/age-distribution,2018,6
5-9 anos,5,2,0,7,http://info.gripe.fiocruz.br/data/detailed/1/2/2018/6/Brasil/age-distribution,2018,6
10-19 anos,3,3,0,6,http://info.gripe.fiocruz.br/data/detailed/1/2/2018/6/Brasil/age-distribution,2018,6
20-29 anos,9,2,0,11,http://info.gripe.fiocruz.br/data/detailed/1/2/2018/6/Brasil/age-distribution,2018,6
30-39 anos,6,7,0,13,http://info.gripe.fiocruz.br/data/detailed/1/2/2018/6/Brasil/age-distribution,2018,6
40-49 anos,7,9,0,16,http://info.gripe.fiocruz.br/data/detailed/1/2/2018/6/Brasil/age-distribution,2018,6
50-59 anos,5,5,0,10,http://info.gripe.fiocruz.br/data/detailed/1/2/2018/6/Brasil/age-distribution,2018,6
60+ anos,11,11,0,22,http://info.gripe.fiocruz.br/data/detailed/1/2/2018/6/Brasil/age-distribution,2018,6
< 2 anos,65,67,0,132,http://info.gripe.fiocruz.br/data/detailed/1/2/2019/6/Brasil/age-distribution,2019,6
2-4 anos,7,10,0,17,http://info.gripe.fiocruz.br/data/detailed/1/2/2019/6/Brasil/age-distribution,2019,6
5-9 anos,10,6,0,16,http://info.gripe.fiocruz.br/data/detailed/1/2/2019/6/Brasil/age-distribution,2019,6
10-19 anos,5,4,0,9,http://info.gripe.fiocruz.br/data/detailed/1/2/2019/6/Brasil/age-distribution,2019,6
20-29 anos,14,6,0,20,http://info.gripe.fiocruz.br/data/detailed/1/2/2019/6/Brasil/age-distribution,2019,6
30-39 anos,13,5,0,18,http://info.gripe.fiocruz.br/data/detailed/1/2/2019/6/Brasil/age-distribution,2019,6
40-49 anos,6,12,0,18,http://info.gripe.fiocruz.br/data/detailed/1/2/2019/6/Brasil/age-distribution,2019,6
50-59 anos,9,12,0,21,http://info.gripe.fiocruz.br/data/detailed/1/2/2019/6/Brasil/age-distribution,2019,6
60+ anos,18,23,0,41,http://info.gripe.fiocruz.br/data/detailed/1/2/2019/6/Brasil/age-distribution,2019,6
< 2 anos,34,60,0,94,http://info.gripe.fiocruz.br/data/detailed/1/2/2020/6/Brasil/age-distribution,2020,6
2-4 anos,22,16,0,38,http://info.gripe.fiocruz.br/data/detailed/1/2/2020/6/Brasil/age-distribution,2020,6
5-9 anos,16,16,0,32,http://info.gripe.fiocruz.br/data/detailed/1/2/2020/6/Brasil/age-distribution,2020,6
10-19 anos,10,11,0,21,http://info.gripe.fiocruz.br/data/detailed/1/2/2020/6/Brasil/age-distribution,2020,6
20-29 anos,19,6,0,25,http://info.gripe.fiocruz.br/data/detailed/1/2/2020/6/Brasil/age-distribution,2020,6
30-39 anos,17,11,0,28,http://info.gripe.fiocruz.br/data/detailed/1/2/2020/6/Brasil/age-distribution,2020,6
40-49 anos,12,10,0,22,http://info.gripe.fiocruz.br/data/detailed/1/2/2020/6/Brasil/age-distribution,2020,6
50-59 anos,19,14,0,33,http://info.gripe.fiocruz.br/data/detailed/1/2/2020/6/Brasil/age-distribution,2020,6
60+ anos,29,28,0,57,http://info.gripe.fiocruz.br/data/detailed/1/2/2020/6/Brasil/age-distribution,2020,6
< 2 anos,0,0,0,0,http://info.gripe.fiocruz.br/data/detailed/1/2/2009/7/Brasil/age-distribution,2009,7
2-4 anos,0,0,0,0,http://info.gripe.fiocruz.br/data/detailed/1/2/2009/7/Brasil/age-distribution,2009,7
5-9 anos,0,0,0,0,http://info.gripe.fiocruz.br/data/detailed/1/2/2009/7/Brasil/age-distribution,2009,7
10-19 anos,0,0,0,0,http://info.gripe.fiocruz.br/data/detailed/1/2/2009/7/Brasil/age-distribution,2009,7
20-29 anos,0,0,0,0,http://info.gripe.fiocruz.br/data/detailed/1/2/2009/7/Brasil/age-distribution,2009,7
30-39 anos,0,0,0,0,http://info.gripe.fiocruz.br/data/detailed/1/2/2009/7/Brasil/age-distribution,2009,7
40-49 anos,0,0,0,0,http://info.gripe.fiocruz.br/data/detailed/1/2/2009/7/Brasil/age-distribution,2009,7
50-59 anos,0,0,0,0,http://info.gripe.fiocruz.br/data/detailed/1/2/2009/7/Brasil/age-distribution,2009,7
60+ anos,0,0,0,0,http://info.gripe.fiocruz.br/data/detailed/1/2/2009/7/Brasil/age-distribution,2009,7
< 2 anos,11,18,0,29,http://info.gripe.fiocruz.br/data/detailed/1/2/2010/7/Brasil/age-distribution,2010,7
2-4 anos,7,4,0,11,http://info.gripe.fiocruz.br/data/detailed/1/2/2010/7/Brasil/age-distribution,2010,7
5-9 anos,7,4,0,11,http://info.gripe.fiocruz.br/data/detailed/1/2/2010/7/Brasil/age-distribution,2010,7
10-19 anos,11,11,0,22,http://info.gripe.fiocruz.br/data/detailed/1/2/2010/7/Brasil/age-distribution,2010,7
20-29 anos,19,12,0,31,http://info.gripe.fiocruz.br/data/detailed/1/2/2010/7/Brasil/age-distribution,2010,7
30-39 anos,17,11,0,28,http://info.gripe.fiocruz.br/data/detailed/1/2/2010/7/Brasil/age-distribution,2010,7
40-49 anos,5,9,0,14,http://info.gripe.fiocruz.br/data/detailed/1/2/2010/7/Brasil/age-distribution,2010,7
50-59 anos,4,2,0,6,http://info.gripe.fiocruz.br/data/detailed/1/2/2010/7/Brasil/age-distribution,2010,7
60+ anos,3,3,0,6,http://info.gripe.fiocruz.br/data/detailed/1/2/2010/7/Brasil/age-distribution,2010,7
< 2 anos,7,4,0,11,http://info.gripe.fiocruz.br/data/detailed/1/2/2011/7/Brasil/age-distribution,2011,7
2-4 anos,2,0,0,2,http://info.gripe.fiocruz.br/data/detailed/1/2/2011/7/Brasil/age-distribution,2011,7
5-9 anos,1,0,0,1,http://info.gripe.fiocruz.br/data/detailed/1/2/2011/7/Brasil/age-distribution,2011,7
10-19 anos,1,0,0,1,http://info.gripe.fiocruz.br/data/detailed/1/2/2011/7/Brasil/age-distribution,2011,7
20-29 anos,6,2,0,8,http://info.gripe.fiocruz.br/data/detailed/1/2/2011/7/Brasil/age-distribution,2011,7
30-39 anos,6,2,0,8,http://info.gripe.fiocruz.br/data/detailed/1/2/2011/7/Brasil/age-distribution,2011,7
40-49 anos,1,4,0,5,http://info.gripe.fiocruz.br/data/detailed/1/2/2011/7/Brasil/age-distribution,2011,7
50-59 anos,2,0,0,2,http://info.gripe.fiocruz.br/data/detailed/1/2/2011/7/Brasil/age-distribution,2011,7
60+ anos,2,3,0,5,http://info.gripe.fiocruz.br/data/detailed/1/2/2011/7/Brasil/age-distribution,2011,7
< 2 anos,11,13,0,24,http://info.gripe.fiocruz.br/data/detailed/1/2/2012/7/Brasil/age-distribution,2012,7
2-4 anos,4,4,0,8,http://info.gripe.fiocruz.br/data/detailed/1/2/2012/7/Brasil/age-distribution,2012,7
5-9 anos,3,2,0,5,http://info.gripe.fiocruz.br/data/detailed/1/2/2012/7/Brasil/age-distribution,2012,7
10-19 anos,3,1,0,4,http://info.gripe.fiocruz.br/data/detailed/1/2/2012/7/Brasil/age-distribution,2012,7
20-29 anos,2,6,0,8,http://info.gripe.fiocruz.br/data/detailed/1/2/2012/7/Brasil/age-distribution,2012,7
30-39 anos,4,4,0,8,http://info.gripe.fiocruz.br/data/detailed/1/2/2012/7/Brasil/age-distribution,2012,7
40-49 anos,3,3,0,6,http://info.gripe.fiocruz.br/data/detailed/1/2/2012/7/Brasil/age-distribution,2012,7
50-59 anos,0,2,0,2,http://info.gripe.fiocruz.br/data/detailed/1/2/2012/7/Brasil/age-distribution,2012,7
60+ anos,1,1,0,2,http://info.gripe.fiocruz.br/data/detailed/1/2/2012/7/Brasil/age-distribution,2012,7
< 2 anos,24,33,0,57,http://info.gripe.fiocruz.br/data/detailed/1/2/2013/7/Brasil/age-distribution,2013,7
2-4 anos,12,4,0,16,http://info.gripe.fiocruz.br/data/detailed/1/2/2013/7/Brasil/age-distribution,2013,7
5-9 anos,4,3,0,7,http://info.gripe.fiocruz.br/data/detailed/1/2/2013/7/Brasil/age-distribution,2013,7
10-19 anos,0,3,0,3,http://info.gripe.fiocruz.br/data/detailed/1/2/2013/7/Brasil/age-distribution,2013,7
20-29 anos,5,4,0,9,http://info.gripe.fiocruz.br/data/detailed/1/2/2013/7/Brasil/age-distribution,2013,7
30-39 anos,5,3,0,8,http://info.gripe.fiocruz.br/data/detailed/1/2/2013/7/Brasil/age-distribution,2013,7
40-49 anos,5,4,0,9,http://info.gripe.fiocruz.br/data/detailed/1/2/2013/7/Brasil/age-distribution,2013,7
50-59 anos,4,1,0,5,http://info.gripe.fiocruz.br/data/detailed/1/2/2013/7/Brasil/age-distribution,2013,7
60+ anos,4,7,0,11,http://info.gripe.fiocruz.br/data/detailed/1/2/2013/7/Brasil/age-distribution,2013,7
< 2 anos,20,22,0,42,http://info.gripe.fiocruz.br/data/detailed/1/2/2014/7/Brasil/age-distribution,2014,7
2-4 anos,16,7,0,23,http://info.gripe.fiocruz.br/data/detailed/1/2/2014/7/Brasil/age-distribution,2014,7
5-9 anos,3,6,0,9,http://info.gripe.fiocruz.br/data/detailed/1/2/2014/7/Brasil/age-distribution,2014,7
10-19 anos,8,5,0,13,http://info.gripe.fiocruz.br/data/detailed/1/2/2014/7/Brasil/age-distribution,2014,7
20-29 anos,11,2,0,13,http://info.gripe.fiocruz.br/data/detailed/1/2/2014/7/Brasil/age-distribution,2014,7
30-39 anos,5,5,0,10,http://info.gripe.fiocruz.br/data/detailed/1/2/2014/7/Brasil/age-distribution,2014,7
40-49 anos,6,2,0,8,http://info.gripe.fiocruz.br/data/detailed/1/2/2014/7/Brasil/age-distribution,2014,7
50-59 anos,5,6,0,11,http://info.gripe.fiocruz.br/data/detailed/1/2/2014/7/Brasil/age-distribution,2014,7
60+ anos,15,7,0,22,http://info.gripe.fiocruz.br/data/detailed/1/2/2014/7/Brasil/age-distribution,2014,7
< 2 anos,20,36,0,56,http://info.gripe.fiocruz.br/data/detailed/1/2/2015/7/Brasil/age-distribution,2015,7
2-4 anos,12,10,0,22,http://info.gripe.fiocruz.br/data/detailed/1/2/2015/7/Brasil/age-distribution,2015,7
5-9 anos,8,4,0,12,http://info.gripe.fiocruz.br/data/detailed/1/2/2015/7/Brasil/age-distribution,2015,7
10-19 anos,4,1,0,5,http://info.gripe.fiocruz.br/data/detailed/1/2/2015/7/Brasil/age-distribution,2015,7
20-29 anos,3,3,0,6,http://info.gripe.fiocruz.br/data/detailed/1/2/2015/7/Brasil/age-distribution,2015,7
30-39 anos,1,4,0,5,http://info.gripe.fiocruz.br/data/detailed/1/2/2015/7/Brasil/age-distribution,2015,7
40-49 anos,6,5,0,11,http://info.gripe.fiocruz.br/data/detailed/1/2/2015/7/Brasil/age-distribution,2015,7
50-59 anos,4,5,0,9,http://info.gripe.fiocruz.br/data/detailed/1/2/2015/7/Brasil/age-distribution,2015,7
60+ anos,6,6,0,12,http://info.gripe.fiocruz.br/data/detailed/1/2/2015/7/Brasil/age-distribution,2015,7
< 2 anos,12,24,0,36,http://info.gripe.fiocruz.br/data/detailed/1/2/2016/7/Brasil/age-distribution,2016,7
2-4 anos,11,14,0,25,http://info.gripe.fiocruz.br/data/detailed/1/2/2016/7/Brasil/age-distribution,2016,7
5-9 anos,13,5,0,18,http://info.gripe.fiocruz.br/data/detailed/1/2/2016/7/Brasil/age-distribution,2016,7
10-19 anos,4,4,0,8,http://info.gripe.fiocruz.br/data/detailed/1/2/2016/7/Brasil/age-distribution,2016,7
20-29 anos,11,5,0,16,http://info.gripe.fiocruz.br/data/detailed/1/2/2016/7/Brasil/age-distribution,2016,7
30-39 anos,12,9,0,21,http://info.gripe.fiocruz.br/data/detailed/1/2/2016/7/Brasil/age-distribution,2016,7
